""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"CCL1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"CCL1"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"SOCS1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"SOCS1"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"STAT1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"STAT1"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"EBI3"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"EBI3"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"UHMK1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"UHMK1"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"IL1A"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"IL1A"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"IFNG"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"IFNG"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"GBP1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"GBP1"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"TNFRSF4"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"TNFRSF4"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"IL24"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"IL24"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"IDO1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"IDO1"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"CD69"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"CD69"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"RIPK2"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"RIPK2"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"SOCS2"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"SOCS2"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
