""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comment"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"LIG3"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"LIG3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"SMUG1"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"SMUG1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"ACSL1"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"ACSL1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"ACSL5"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"ACSL5"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"FASN"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"FASN"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"HSD17B12"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"HSD17B12"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"SLC25A1"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"SLC25A1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"ACO2"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"ACO2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"FH"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"FH"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"IDH2"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"IDH2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"OGDH"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"OGDH"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"SDHA"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"SDHA"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"SUCLA2"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"SUCLA2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"TUBG1"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"TUBG1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"ACSL4"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"ACSL4"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"FYN"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"FYN"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"GALR2"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"GALR2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"NF1"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"NF1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"S100B"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"S100B"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
""	"20170518-hipciof_gene_27534615"	"2017.05.18"	"hipciof_gene_49"	"peripheral blood mononuclear cell"	"VLDLR"	"gene expression"	"up"	"none"	"28"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"28d-3d"	"time of vaccination (first dose)"	"adults (50-74)"	"27534615"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133148/"	"4"	"389"	"VLDLR"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_27534615_389.txt"	"hipciof_gene_complete_27534615_389.txt"
