""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_agent_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"TYMS"	"gene expression"	"up"	"none"	"3"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"11"	"322"	"TYMS"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_322.txt"	"hipciof_gene_complete_25706537_322.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"CENPM"	"gene expression"	"up"	"none"	"3"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"11"	"322"	"CENPM"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_322.txt"	"hipciof_gene_complete_25706537_322.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"BIK"	"gene expression"	"up"	"none"	"3"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"11"	"322"	"BIK"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_322.txt"	"hipciof_gene_complete_25706537_322.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"LINC00899"	"gene expression"	"up"	"none"	"3"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"11"	"322"	"LINC00899"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_322.txt"	"hipciof_gene_complete_25706537_322.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"CDKN2C"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"CDKN2C"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"NBPF11"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"NBPF11"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"NBPF15"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"NBPF15"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"S100A9"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"S100A9"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"SLAMF7"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"SLAMF7"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"RRM2"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"RRM2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"SDC1"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"SDC1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"IGKV3-7"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"IGKV3-7"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"IGKV3D-20"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"IGKV3D-20"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"DHRS9"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"DHRS9"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"CHPF"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"CHPF"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"NT5DC2"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"NT5DC2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"FNDC3B"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"FNDC3B"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"BMP6"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"BMP6"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"TXNDC5"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"TXNDC5"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"BLOC1S5-TXNDC5"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"BLOC1S5-TXNDC5"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"BHLHA15"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"BHLHA15"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"CAV1"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"CAV1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"ADHFE1"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"ADHFE1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"AQP3"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"AQP3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"DCAF12"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"DCAF12"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"ZWINT"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"ZWINT"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"HBB"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"HBB"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"NUCB2"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"NUCB2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"NRGN"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"NRGN"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"AICDA"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"AICDA"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"VDR"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"VDR"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"RCBTB2"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"RCBTB2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"POU4F1"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"POU4F1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"FOS"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"FOS"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"IGHG1"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"IGHG1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"IGHJ2"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"IGHJ2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
