""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_agent_original"	"exposure_material_1"	"exposure_material_2"	"signature_file"	"complete_signature_file"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IFNA10"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"18"	"IFNA10"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"MMP12"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"18"	"MMP12"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"TNR"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"18"	"TNR"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"ITGB4"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"18"	"ITGB4"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IMPG2"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"18"	"IMPG2"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IFNA21"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"18"	"IFNA21"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"PRL"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"18"	"PRL"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IFNA8"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"18"	"IFNA8"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"AMER2"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"18"	"AMER2"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"C3"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"19"	"C3"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"C2"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"19"	"C2"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"C1S"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"19"	"C1S"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"C1R"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"19"	"C1R"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"CFH"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"19"	"CFH"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"C7"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"19"	"C7"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"A2M"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"19"	"A2M"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"C1QC"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"19"	"C1QC"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"GPX1"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"19"	"GPX1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"CCL20"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"19"	"CCL20"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"PTX3"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"19"	"PTX3"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IL6"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"19"	"IL6"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IL1B"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"19"	"IL1B"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"CXCL8"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"19"	"IL8"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IFNA14"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"19"	"IFNA14"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"TNR"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"19"	"TNR"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"LAMC2"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"19"	"LAMC2"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IMPG2"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"19"	"IMPG2"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"PRL"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"19"	"PRL"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"SERPING1"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"20"	"SERPING1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_20.txt"	"hipciof_gene_complete_24336226_20.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"CFB"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"20"	"CFB"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_20.txt"	"hipciof_gene_complete_24336226_20.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"C2"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"20"	"C2"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_20.txt"	"hipciof_gene_complete_24336226_20.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"C1QB"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"20"	"C1QB"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_20.txt"	"hipciof_gene_complete_24336226_20.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"C5AR1"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"20"	"C5AR1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_20.txt"	"hipciof_gene_complete_24336226_20.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"C1QA"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"20"	"C1QA"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_20.txt"	"hipciof_gene_complete_24336226_20.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"CFH"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"20"	"CFH"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_20.txt"	"hipciof_gene_complete_24336226_20.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"A2M"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"20"	"A2M"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_20.txt"	"hipciof_gene_complete_24336226_20.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"C1QC"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"20"	"C1QC"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_20.txt"	"hipciof_gene_complete_24336226_20.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"GPX1"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"20"	"GPX1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_20.txt"	"hipciof_gene_complete_24336226_20.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"CARD9"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"20"	"CARD9"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_20.txt"	"hipciof_gene_complete_24336226_20.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"ARRB2"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"20"	"ARRB2"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_20.txt"	"hipciof_gene_complete_24336226_20.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"APOBR"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"20"	"APOBR"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_20.txt"	"hipciof_gene_complete_24336226_20.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"CCL20"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"20"	"CCL20"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_20.txt"	"hipciof_gene_complete_24336226_20.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"PTX3"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"20"	"PTX3"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_20.txt"	"hipciof_gene_complete_24336226_20.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IL1A"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"20"	"IL1A"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_20.txt"	"hipciof_gene_complete_24336226_20.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IL1B"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"20"	"IL1B"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_20.txt"	"hipciof_gene_complete_24336226_20.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"CXCL8"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"20"	"IL8"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_20.txt"	"hipciof_gene_complete_24336226_20.txt"
