"observation_tier"	"template_name"	"observation_summary"	"story_title"	"submission_name"	"submission_description"	"project"	"submission_story"	"submission_story_rank"	"submission_center"	"principal_investigator"
1	"hipciof_gene_42"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20191120-hipciof_gene_30843873"	"Gonçalves et al. (2019) Innate gene signature distinguishes humoral versus cytotoxic responses to influenza vaccination. J. Clin. Invest. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30843873' target='_blank'>30843873</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_43"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20170710-hipciof_gene_28498840"	"Osman et al. (2017) A third generation vaccine for human visceral leishmaniasis and post kala azar dermal leishmaniasis: First-in-human trial of ChAd63-KH. PLoS Negl Trop Dis PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28498840' target='_blank'>28498840</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_44"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20090130-hipciof_gene_19029902"	"Querec et al. (2009) Systems biology approach predicts immunogenicity of the yellow fever vaccine in humans. Nat. Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=19029902' target='_blank'>19029902</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_45"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20190711-hipciof_gene_29868000"	"Weinberger et al. (2019) Impaired Immune Response to Primary but Not to Booster Vaccination Against Hepatitis B in Older Adults. Front Immunol PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=29868000' target='_blank'>29868000</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_46"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20191202-hipciof_gene_30573748"	"Skibinski et al. (2019) Induction of Human T-cell and Cytokine Responses Following Vaccination with a Novel Influenza Vaccine. Sci Rep PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30573748' target='_blank'>30573748</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_47"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20191105-hipciof_gene_30457979"	"Neu et al. (2019) Spec-seq unveils transcriptional subpopulations of antibody-secreting cells following influenza vaccination. J. Clin. Invest. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30457979' target='_blank'>30457979</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_48"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20200116-hipciof_gene_30873150"	"Voigt et al. (2020) Sex Differences in Older Adults' Immune Responses to Seasonal Influenza Vaccination. Front Immunol PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30873150' target='_blank'>30873150</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_49"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20170518-hipciof_gene_27534615"	"Ovsyannikova et al. (2017) Gene signatures associated with adaptive humoral immunity following seasonal influenza A/H1N1 vaccination. Genes Immun. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27534615' target='_blank'>27534615</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_50"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20191120-hipciof_gene_30566602"	"Howard et al. (2019) AS03-Adjuvanted H5N1 Avian Influenza Vaccine Modulates Early Innate Immune Signatures in Human Peripheral Blood Mononuclear Cells. J. Infect. Dis. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30566602' target='_blank'>30566602</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_51"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20180731-hipciof_gene_29132989"	"Cole et al. (2018) Differential gene expression elicited by children in response to the 2015-16 live attenuated versus inactivated influenza vaccine. Vaccine PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=29132989' target='_blank'>29132989</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_52"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20181211-hipciof_gene_30205979"	"Bartholomeus et al. (2018) Transcriptome profiling in blood before and after hepatitis B vaccination shows significant differences in gene expression between responders and non-responders. Vaccine PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30205979' target='_blank'>30205979</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_53"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20190912-hipciof_gene_30247603"	"Patel et al. (2019) Impact of Zostavax Vaccination on T-Cell Accumulation and Cutaneous Gene Expression in the Skin of Older Humans After Varicella Zoster Virus Antigen-Specific Challenge. J. Infect. Dis. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30247603' target='_blank'>30247603</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_54"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20190121-hipciof_gene_30244872"	"Fischer et al. (2019) Dynamic changes of circulating miRNAs induced by the Ebola virus vaccine VSV-EBOV. Vaccine PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30244872' target='_blank'>30244872</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_55"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20190321-hipciof_gene_29535712"	"Anderson et al. (2019) Molecular Signatures of a TLR4 Agonist-Adjuvanted HIV-1 Vaccine Candidate in Humans. Front Immunol PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=29535712' target='_blank'>29535712</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_56"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20190424-hipciof_gene_29580160"	"Qiu et al. (2019) Significant transcriptome and cytokine changes in hepatitis B vaccine non-responders revealed by genome-wide comparative analysis. Hum Vaccin Immunother PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=29580160' target='_blank'>29580160</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_57"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20170626-hipciof_gene_28404856"	"Huttner et al. (2017) A dose-dependent plasma signature of the safety and immunogenicity of the rVSV-Ebola vaccine in Europe and Africa. Sci Transl Med PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28404856' target='_blank'>28404856</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_58"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20090611-hipciof_gene_16571413"	"Dhiman et al. (2009) Immune activation at effector and gene expression levels after measles vaccination in healthy individuals: a pilot study. Hum. Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=16571413' target='_blank'>16571413</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_59"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20160509-hipciof_gene_26148331"	"Panapasa et al. (2016) The expression of B &amp; T cell activation markers in children's tonsils following live attenuated influenza vaccine. Hum Vaccin Immunother PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=26148331' target='_blank'>26148331</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_60"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20170814-hipciof_gene_28099485"	"Howard et al. (2017) Cell-Based Systems Biology Analysis of Human AS03-Adjuvanted H5N1 Avian Influenza Vaccine Responses: A Phase I Randomized Controlled Trial. PLoS ONE PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28099485' target='_blank'>28099485</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_61"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20161025-hipciof_gene_26637961"	"Kannan et al. (2016) A shortened interval between vaccinations with the trivalent inactivated influenza vaccine increases responsiveness in the aged. Aging (Albany NY) PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=26637961' target='_blank'>26637961</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_62"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20181211-hipciof_gene_28853442"	"Hoft et al. (2018) PO and ID BCG vaccination in humans induce distinct mucosal and systemic immune responses and CD4<sup>+</sup> T cell transcriptomal molecular signatures. Mucosal Immunol PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28853442' target='_blank'>28853442</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_63"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20180329-hipciof_gene_28549970"	"Giarola-Silva et al. (2018) Distinct patterns of cellular immune response elicited by influenza non-adjuvanted and AS03-adjuvanted monovalent H1N1(pdm09) vaccine. Antiviral Res. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28549970' target='_blank'>28549970</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
