""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comment"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"exposure_material_1"	"exposure_material_2"	"signature_file"	"complete_signature_file"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"NRBP1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"NRBP1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"RTN4"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"RTN4"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"SIVA1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"SIVA1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"TBC1D17"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"TBC1D17"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"NAA38"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"LSMD1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"RPRD2"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"RPRD2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"KDM2A"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"KDM2A"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"SUPT6H"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"SUPT6H"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"LOC441155"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"LOC441155"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"ZNF512B"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"ZNF512B"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"C7orf50"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"C7orf50"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"PSMC3"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"PSMC3"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"MYL6"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"MYL6"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"PHKA2"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"PHKA2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"SURF2"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"SURF2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"HNMT"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"HNMT"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"NUDT22"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"NUDT22"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"SNTB2"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"SNTB2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"RDM1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"RDM1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"AHCYL1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"AHCYL1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"UQCC2"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"C6orf125"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"CUX1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"CUX1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"WHAMM"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"WHAMM"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"CBX5"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"CBX5"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"SAMD4B"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"SAMD4B"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"UBE2D2"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"UBE2D2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"CARS"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"CARS"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"KAT6B"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"MYST4"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"ITGA2B"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"ITGA2B"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"SASH3"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"SASH3"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"APOBEC3C"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"APOBEC3C"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"STIP1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"STIP1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"SLC38A7"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"SLC38A7"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"TAZ"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"TAZ"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"CCDC12"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"CCDC12"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"ILRUN"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"C6orf106"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"HAPLN3"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"HAPLN3"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"SND1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"SND1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"LAMB2P1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"LAMB2P1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"ZNF768"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"ZNF768"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"CORO7"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"CORO7"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"CD3E"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"CD3E"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"MED24"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"MED24"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"NFKB2"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"NFKB2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"TYMP"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"TYMP"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"FOXP1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"FOXP1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"UBL5"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"UBL5"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"COL6A2"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"COL6A2"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"STUB1"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"STUB1"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
""	"20170807-hipciof_gene_28137280"	"2017.08.07"	"hipciof_gene_12"	"peripheral blood mononuclear cell"	"LPCAT4"	"gene expression"	"up"	"none"	"35"	"Days"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"35d-7d"	"time of vaccination (first dose)"	"adult (30-70)"	"28137280"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"1"	"78"	"LPCAT4"	"VO_0001246"	"VO_0003138"	"hipciof_gene_28137280_78.txt"	"hipciof_gene_complete_28137280_78.txt"
