""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"RNF145"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"RNF145"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"CHSY3"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"CHSY3"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"STEAP4"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"STEAP4"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"LILRB2"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"LILRB2"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"SERPINE1"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"SERPINE1"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"SYNJ2"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"SYNJ2"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"DAB2"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"DAB2"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"ATP11C"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"ATP11C"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"ZNF436"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"ZNF436"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"RP2"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"RP2"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"IFNGR2"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"IFNGR2"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"SAMD4A"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"SAMD4A"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"EML4"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"EML4"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"IL6ST"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"IL6ST"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"ACSL4"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"ACSL4"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"PTGER4"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"PTGER4"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"SPRED1"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"SPRED1"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"ADAM19"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"ADAM19"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"JAK3"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"JAK3"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"GABPB1"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"GABPB1"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"ATP11A"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"ATP11A"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"FGL2"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"FGL2"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"BZW1"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"BZW1"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"RIT1"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"RIT1"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"FOSL1"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"FOSL1"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"SIPA1L1"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"SIPA1L1"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"SEC24A"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"SEC24A"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"VEZF1"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"VEZF1"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"GFPT2"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"GFPT2"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"CSF2RB"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"CSF2RB"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"NNMT"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"NNMT"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"RRN3"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"RRN3"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"PPP3R1"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"PPP3R1"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"ARHGAP18"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"ARHGAP18"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"DHX33"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"DHX33"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"THBS1"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"THBS1"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"SERPINB1"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"SERPINB1"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"CLEC7A"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"CLEC7A"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"AKAP12"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"AKAP12"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"SERPINB9"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"SERPINB9"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"PLEK"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"PLEK"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"MCTP1"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"MCTP1"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"GREM1"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"GREM1"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"ITGAX"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"ITGAX"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
""	"hipc_gene_30247603_7"	"2018.09"	"hipc_gene_30247603_7"	"skin of body"	"ZNF567"	"gene expression"	"up"	"none"	"6"	"hours"	"time of vaccination (first dose)"	"6hr-0hr"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"7"	"400"	"ZNF567"	"hipc_gene_sig_30247603_7.txt"	"hipc_gene_sig_complete_30247603_7.txt"
