""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"exposure_material_1"	"exposure_material_2"	"signature_file"	"signature_file_complete"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"PABPC4"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"PABPC4"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"ZNF281"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"ZNF281"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"LMBRD1"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"LMBRD1"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"ERGIC1"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"ERGIC1"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"TBC1D14"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"TBC1D14"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"STMN3"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"STMN3"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"ARAP3"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"ARAP3"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"ALKBH7"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"ALKBH7"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"GNG7"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"GNG7"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"CDK19"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"CDK19"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"FCRLA"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"FCRLA"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"FAU"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"FAU"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"FOXO1"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"FOXO1"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"RPS8"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"RPS8"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"RPS20"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"RPS20"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"FBL"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"FBL"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"GMCL1"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"GMCL1"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"EEF2"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"EEF2"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"BANK1"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"BANK1"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"ABHD5"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"ABHD5"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"EEF1A1"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"EEF1A1"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"TOPORS"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"TOPORS"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"WLS"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"WLS"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"RPL37A"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"RPL37A"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"GPR183"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"GPR183"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"TMCO3"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"TMCO3"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"TOMM7"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"TOMM7"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"RPS13"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"RPS13"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"CD46"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"CD46"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"EIF3F"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"EIF3F"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"PYGL"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"PYGL"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"NAMPT"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"NAMPT"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"RUBCNL"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"RUBCNL"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"RPS6KA5"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"RPS6KA5"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"RPL35A"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"RPL35A"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
""	"hipc_gene_19047440_2"	"2008.12"	"hipc_gene_19047440_2"	"peripheral blood mononuclear cell"	"RPS14"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"2"	"31"	"RPS14"	"104"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_2.txt"	"hipc_gene_sig_complete_19047440_2.txt"
