""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"exposure_material_1"	"exposure_material_2"	"signature_file"	"signature_file_complete"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"LAP3"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"LAP3"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"PARP12"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"PARP12"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"IFIH1"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"IFIH1"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"HELZ2"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"HELZ2"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"DDX60"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"DDX60"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"TRIM22"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"TRIM22"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"GBP1"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"GBP1"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"RTP4"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"RTP4"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"PARP14"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"PARP14"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"PARP9"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"PARP9"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"TIMM10"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"TIMM10"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"STAT2"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"STAT2"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"DDX58"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"DDX58"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"CTSL"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"CTSL"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"JUP"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"JUP"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"SCO2"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"SCO2"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"IL1RN"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"IL1RN"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"MAFB"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"MAFB"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"LGALS3BP"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"LGALS3BP"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"BST2"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"BST2"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"FBXO6"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"FBXO6"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"NTNG2"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"NTNG2"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"CDKN1C"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"CDKN1C"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"STAT1"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"STAT1"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"UBE2L6"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"UBE2L6"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"CCR1"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"CCR1"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"TRIM5"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"TRIM5"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"IFIT5"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"IFIT5"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"PARP10"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"PARP10"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"IFITM1"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"IFITM1"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"MOV10"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"MOV10"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"CEACAM1"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"CEACAM1"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"BLVRA"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"BLVRA"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"TNFSF10"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"TNFSF10"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"TOR1B"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"TOR1B"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
""	"hipc_gene_19047440_1"	"2008.12"	"hipc_gene_19047440_1"	"peripheral blood mononuclear cell"	"GPBAR1"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2605227/bin/jem.20082292_1.pdf' target='_blank'>jem.20082292_1.pdf</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"1"	"30"	"GPBAR1"	"219"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_1.txt"	"hipc_gene_sig_complete_19047440_1.txt"
