""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"exposure_material_1"	"exposure_material_2"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"target_pathogen_4"	"target_pathogen_5"	"target_pathogen_6"	"target_pathogen_7"	"signature_file"	"signature_file_complete"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"MYL5"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"MYL5"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"AAK1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"AAK1"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"P2RY14"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"P2RY14"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"FLT3"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"FLT3"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"SCAF11"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"SFRS2IP"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"MED6"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"MED6"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"SLC10A1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"SLC10A1"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"INSR"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"INSR"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"ALK"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"ALK"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"XPO1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"XPO1"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"H1-2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"HIST1H1C"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"BTAF1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"BTAF1"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"PRKCI"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"PRKCI"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"HMGA1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"HMGA1"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"DLG5"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"DLG5"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"SIGLEC9"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"SIGLEC9"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"CDC14A"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"CDC14A"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"SRD5A1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"SRD5A1"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"SPIN2A"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"SPIN2A"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"SPIN2B"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"SPIN2B"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"FCER1A"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"FCER1A"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"SUGP2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"SFRS14"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
""	"hipc_gene_21743478_26"	"2011.07"	"hipc_gene_21743478_26"	"monocyte"	"SEL1L3"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2007, 2008, 2009"	"Fluarix; Fluvirin"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: TIV-Monocytes"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"26"	"304"	"SEL1L3"	"91"	"VO_0000045"	"VO_0000046"	"influenza A virus (A/Solomon Islands/3/2006(H1N1))"	"influenza A virus (A/Wisconsin/67/2005(H3N2))"	"influenza B virus (B/Malaysia/2506/2004)"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_21743478_26.txt"	"hipc_gene_sig_complete_21743478_26.txt"
