""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"exposure_material_1"	"exposure_material_2"	"signature_file"	"complete_signature_file"
""	"hipc_gene_19047440_7"	"2008.12"	"hipc_gene_19047440_7"	"peripheral blood mononuclear cell"	"MZB1"	"gene expression"	"up"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"7"	"36"	"MZB1"	"58"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_7.txt"	"hipc_gene_sig_complete_19047440_7.txt"
""	"hipc_gene_19047440_7"	"2008.12"	"hipc_gene_19047440_7"	"peripheral blood mononuclear cell"	"ITM2C"	"gene expression"	"up"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"7"	"36"	"ITM2C"	"58"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_7.txt"	"hipc_gene_sig_complete_19047440_7.txt"
""	"hipc_gene_19047440_7"	"2008.12"	"hipc_gene_19047440_7"	"peripheral blood mononuclear cell"	"CDK12"	"gene expression"	"up"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"7"	"36"	"CDK12"	"58"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_7.txt"	"hipc_gene_sig_complete_19047440_7.txt"
""	"hipc_gene_19047440_7"	"2008.12"	"hipc_gene_19047440_7"	"peripheral blood mononuclear cell"	"GLDC"	"gene expression"	"up"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"7"	"36"	"GLDC"	"58"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_7.txt"	"hipc_gene_sig_complete_19047440_7.txt"
""	"hipc_gene_19047440_7"	"2008.12"	"hipc_gene_19047440_7"	"peripheral blood mononuclear cell"	"TNFRSF17"	"gene expression"	"up"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"7"	"36"	"TNFRSF17"	"58"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_7.txt"	"hipc_gene_sig_complete_19047440_7.txt"
""	"hipc_gene_19047440_7"	"2008.12"	"hipc_gene_19047440_7"	"peripheral blood mononuclear cell"	"TNFRSF13B"	"gene expression"	"up"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"7"	"36"	"TNFRSF13B"	"58"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_7.txt"	"hipc_gene_sig_complete_19047440_7.txt"
""	"hipc_gene_19047440_7"	"2008.12"	"hipc_gene_19047440_7"	"peripheral blood mononuclear cell"	"MAGED1"	"gene expression"	"up"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"7"	"36"	"MAGED1"	"58"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_7.txt"	"hipc_gene_sig_complete_19047440_7.txt"
""	"hipc_gene_19047440_7"	"2008.12"	"hipc_gene_19047440_7"	"peripheral blood mononuclear cell"	"SEC11C"	"gene expression"	"up"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"7"	"36"	"SEC11C"	"58"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_7.txt"	"hipc_gene_sig_complete_19047440_7.txt"
""	"hipc_gene_19047440_7"	"2008.12"	"hipc_gene_19047440_7"	"peripheral blood mononuclear cell"	"POU2AF1"	"gene expression"	"up"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"7"	"36"	"POU2AF1"	"58"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_7.txt"	"hipc_gene_sig_complete_19047440_7.txt"
""	"hipc_gene_19047440_7"	"2008.12"	"hipc_gene_19047440_7"	"peripheral blood mononuclear cell"	"FAM30A"	"gene expression"	"up"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"7"	"36"	"FAM30A"	"58"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_7.txt"	"hipc_gene_sig_complete_19047440_7.txt"
""	"hipc_gene_19047440_7"	"2008.12"	"hipc_gene_19047440_7"	"peripheral blood mononuclear cell"	"SLC7A5"	"gene expression"	"up"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"7"	"36"	"SLC7A5"	"58"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_7.txt"	"hipc_gene_sig_complete_19047440_7.txt"
""	"hipc_gene_19047440_7"	"2008.12"	"hipc_gene_19047440_7"	"peripheral blood mononuclear cell"	"COBLL1"	"gene expression"	"up"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"7"	"36"	"COBLL1"	"58"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_7.txt"	"hipc_gene_sig_complete_19047440_7.txt"
""	"hipc_gene_19047440_7"	"2008.12"	"hipc_gene_19047440_7"	"peripheral blood mononuclear cell"	"SEL1L3"	"gene expression"	"up"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"7"	"36"	"SEL1L3"	"58"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_7.txt"	"hipc_gene_sig_complete_19047440_7.txt"
""	"hipc_gene_19047440_7"	"2008.12"	"hipc_gene_19047440_7"	"peripheral blood mononuclear cell"	"FCRL5"	"gene expression"	"up"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"7"	"36"	"FCRL5"	"58"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_7.txt"	"hipc_gene_sig_complete_19047440_7.txt"
""	"hipc_gene_19047440_7"	"2008.12"	"hipc_gene_19047440_7"	"peripheral blood mononuclear cell"	"CD19"	"gene expression"	"up"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"7"	"36"	"CD19"	"58"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_7.txt"	"hipc_gene_sig_complete_19047440_7.txt"
""	"hipc_gene_19047440_7"	"2008.12"	"hipc_gene_19047440_7"	"peripheral blood mononuclear cell"	"TENT5C"	"gene expression"	"up"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"7"	"36"	"TENT5C"	"58"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_7.txt"	"hipc_gene_sig_complete_19047440_7.txt"
