""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"exposure_material_1"	"exposure_material_2"	"signature_file"	"complete_signature_file"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"PLEC"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"PLEC"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"PPP2R1A"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"PPP2R1A"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"FKBP2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"FKBP2"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"HYMAI"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"HYMAI"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"POLR1B"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"POLR1B"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"LNPK"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"LNPK"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"MED15"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"MED15"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"TUBGCP2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"TUBGCP2"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"CPSF2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"CPSF2"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"BRD3"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"BRD3"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"TTC17"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"TTC17"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"CPNE5"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"CPNE5"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"MRPL41"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"MRPL41"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"USP21"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"USP21"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"LSM7"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"LSM7"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"TMEM219"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"TMEM219"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"CYP4F12"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"CYP4F12"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"TNPO3"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"TNPO3"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"NRBP1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"NRBP1"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"RTN4"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"RTN4"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"SIVA1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"SIVA1"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"TBC1D17"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"TBC1D17"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"NAA38"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"LSMD1"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"RPRD2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"RPRD2"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"KDM2A"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"KDM2A"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"SUPT6H"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"SUPT6H"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"LOC441155"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"LOC441155"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"ZNF512B"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"ZNF512B"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"C7orf50"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"C7orf50"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"PSMC3"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"PSMC3"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
""	"hipc_gene_28137280_1"	"2017.01"	"hipc_gene_28137280_1"	"peripheral blood mononuclear cell"	"PHKA2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (second dose)"	"7d after second dose vs 7d after first dose"	"neisseria meningitidis"	""	"Menveo; ACWYVax"	""	"adult (30-70)"	"28137280"	"2017"	"Suppl Table 8 in additional file 9"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5282650/bin/13073_2017_400_MOESM9_ESM.xls' target='_blank'>13073_2017_400_MOESM9_ESM.xls</a>"	"second dose at 28 days"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28137280"	"adults, seniors"	"30"	"70"	"years"	"1"	"79"	"PHKA2"	"146"	"VO_0001246"	"VO_0003138"	"hipc_gene_sig_28137280_1.txt"	"hipc_gene_sig_complete_28137280_1.txt"
