""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"MIF4GD"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"MIF4GD"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"SLC25A40"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"SLC25A40"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"FADS2"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"FADS2"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"PHACTR1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"PHACTR1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"SMYD3"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"SMYD3"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"SCCPDH"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"SCCPDH"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"H2AX"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"H2AFX"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"BTBD11"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"BTBD11"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"TSPAN13"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"TSPAN13"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"SOX13"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"SOX13"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"PLCB3"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"PLCB3"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"SAMD1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"SAMD1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"SLC25A36"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"SLC25A36"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"CXCL6"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"CXCL6"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"KBTBD11"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"KBTBD11"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"ACACB"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"ACACB"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"HEATR3"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"HEATR3"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"FAM102B"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"FAM102B"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"ANGPT4"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"ANGPT4"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"VWF"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"VWF"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"CD101"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"CD101"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"FLT1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"FLT1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"CD9"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"CD9"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"PPFIA4"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"PPFIA4"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"OLIG1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"OLIG1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"CTNNBIP1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"CTNNBIP1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"APOLD1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"APOLD1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"ANGPT1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"ANGPT1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"LLGL2"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"LLGL2"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"C16orf74"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"C16orf74"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"HOMER3"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"HOMER3"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"CCND2"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"CCND2"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"IRF2BP2"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"IRF2BP2"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"IER5L"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"IER5L"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"PPM1H"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"PPM1H"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"ZNF697"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"ZNF697"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"UPB1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"UPB1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"BIK"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"BIK"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"RASA3"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"RASA3"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"ADRB2"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"ADRB2"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"RELL1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"RELL1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"CHST13"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"CHST13"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
