""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"exposure_material_1"	"exposure_material_2"	"signature_file"	"complete_signature_file"
""	"hipc_gene_27322481_7"	"2016.05"	"hipc_gene_27322481_7"	"peripheral blood mononuclear cell"	"PRR5L"	"gene expression"	"negatively"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"correlated with whole blood bactericidal activity (WBA)"	"mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	""	"adults (18-40)"	"27322481"	"2016"	"Fig 7A"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4909487/figure/f0035/' target='_blank'>figure/f0035</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"adults"	"18"	"40"	"years"	"7"	"176"	"PRR5L"	"40"	"VO_0000103"	"VO_0004757"	"hipc_gene_sig_27322481_7.txt"	"hipc_gene_sig_complete_27322481_7.txt"
""	"hipc_gene_27322481_7"	"2016.05"	"hipc_gene_27322481_7"	"peripheral blood mononuclear cell"	"MCTP2"	"gene expression"	"negatively"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"correlated with whole blood bactericidal activity (WBA)"	"mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	""	"adults (18-40)"	"27322481"	"2016"	"Fig 7A"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4909487/figure/f0035/' target='_blank'>figure/f0035</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"adults"	"18"	"40"	"years"	"7"	"176"	"MCTP2"	"40"	"VO_0000103"	"VO_0004757"	"hipc_gene_sig_27322481_7.txt"	"hipc_gene_sig_complete_27322481_7.txt"
""	"hipc_gene_27322481_7"	"2016.05"	"hipc_gene_27322481_7"	"peripheral blood mononuclear cell"	"KIR3DL1"	"gene expression"	"negatively"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"correlated with whole blood bactericidal activity (WBA)"	"mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	""	"adults (18-40)"	"27322481"	"2016"	"Fig 7A"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4909487/figure/f0035/' target='_blank'>figure/f0035</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"adults"	"18"	"40"	"years"	"7"	"176"	"KIR3DL1"	"40"	"VO_0000103"	"VO_0004757"	"hipc_gene_sig_27322481_7.txt"	"hipc_gene_sig_complete_27322481_7.txt"
""	"hipc_gene_27322481_7"	"2016.05"	"hipc_gene_27322481_7"	"peripheral blood mononuclear cell"	"FRMPD3"	"gene expression"	"negatively"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"correlated with whole blood bactericidal activity (WBA)"	"mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	""	"adults (18-40)"	"27322481"	"2016"	"Fig 7A"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4909487/figure/f0035/' target='_blank'>figure/f0035</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"adults"	"18"	"40"	"years"	"7"	"176"	"FRMPD3"	"40"	"VO_0000103"	"VO_0004757"	"hipc_gene_sig_27322481_7.txt"	"hipc_gene_sig_complete_27322481_7.txt"
""	"hipc_gene_27322481_7"	"2016.05"	"hipc_gene_27322481_7"	"peripheral blood mononuclear cell"	"SIGLEC17P"	"gene expression"	"negatively"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"correlated with whole blood bactericidal activity (WBA)"	"mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	""	"adults (18-40)"	"27322481"	"2016"	"Fig 7A"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4909487/figure/f0035/' target='_blank'>figure/f0035</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"adults"	"18"	"40"	"years"	"7"	"176"	"SIGLEC17P"	"40"	"VO_0000103"	"VO_0004757"	"hipc_gene_sig_27322481_7.txt"	"hipc_gene_sig_complete_27322481_7.txt"
""	"hipc_gene_27322481_7"	"2016.05"	"hipc_gene_27322481_7"	"peripheral blood mononuclear cell"	"NMUR1"	"gene expression"	"negatively"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"correlated with whole blood bactericidal activity (WBA)"	"mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	""	"adults (18-40)"	"27322481"	"2016"	"Fig 7A"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4909487/figure/f0035/' target='_blank'>figure/f0035</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"adults"	"18"	"40"	"years"	"7"	"176"	"NMUR1"	"40"	"VO_0000103"	"VO_0004757"	"hipc_gene_sig_27322481_7.txt"	"hipc_gene_sig_complete_27322481_7.txt"
""	"hipc_gene_27322481_7"	"2016.05"	"hipc_gene_27322481_7"	"peripheral blood mononuclear cell"	"GZMB"	"gene expression"	"negatively"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"correlated with whole blood bactericidal activity (WBA)"	"mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	""	"adults (18-40)"	"27322481"	"2016"	"Fig 7A"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4909487/figure/f0035/' target='_blank'>figure/f0035</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"adults"	"18"	"40"	"years"	"7"	"176"	"GZMB"	"40"	"VO_0000103"	"VO_0004757"	"hipc_gene_sig_27322481_7.txt"	"hipc_gene_sig_complete_27322481_7.txt"
""	"hipc_gene_27322481_7"	"2016.05"	"hipc_gene_27322481_7"	"peripheral blood mononuclear cell"	"NKG7"	"gene expression"	"negatively"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"correlated with whole blood bactericidal activity (WBA)"	"mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	""	"adults (18-40)"	"27322481"	"2016"	"Fig 7A"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4909487/figure/f0035/' target='_blank'>figure/f0035</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"adults"	"18"	"40"	"years"	"7"	"176"	"NKG7"	"40"	"VO_0000103"	"VO_0004757"	"hipc_gene_sig_27322481_7.txt"	"hipc_gene_sig_complete_27322481_7.txt"
""	"hipc_gene_27322481_7"	"2016.05"	"hipc_gene_27322481_7"	"peripheral blood mononuclear cell"	"ADCY9"	"gene expression"	"negatively"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"correlated with whole blood bactericidal activity (WBA)"	"mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	""	"adults (18-40)"	"27322481"	"2016"	"Fig 7A"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4909487/figure/f0035/' target='_blank'>figure/f0035</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"adults"	"18"	"40"	"years"	"7"	"176"	"ADCY9"	"40"	"VO_0000103"	"VO_0004757"	"hipc_gene_sig_27322481_7.txt"	"hipc_gene_sig_complete_27322481_7.txt"
""	"hipc_gene_27322481_7"	"2016.05"	"hipc_gene_27322481_7"	"peripheral blood mononuclear cell"	"ELOVL6"	"gene expression"	"negatively"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"correlated with whole blood bactericidal activity (WBA)"	"mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	""	"adults (18-40)"	"27322481"	"2016"	"Fig 7A"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4909487/figure/f0035/' target='_blank'>figure/f0035</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"adults"	"18"	"40"	"years"	"7"	"176"	"ELOVL6"	"40"	"VO_0000103"	"VO_0004757"	"hipc_gene_sig_27322481_7.txt"	"hipc_gene_sig_complete_27322481_7.txt"
