""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"CTBP1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"CTBP1"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"HES1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"HES1"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"GALNT3"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"GALNT3"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"IGFBP5"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"IGFBP5"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"CHD2"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"CHD2"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"PLEK"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"PLEK"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"ELF4"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"ELF4"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"COG5"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"COG5"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"THBD"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"THBD"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"SZT2"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"SZT2"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"IQSEC1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"IQSEC1"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"NFKBIE"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"NFKBIE"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"PPM1A"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"PPM1A"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"ELL"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"ELL"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"ENPP4"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"ENPP4"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"ZBTB43"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"ZBTB43"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"CHD1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"CHD1"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"CLP1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"CLP1"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"PLEKHO2"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"PLEKHO2"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"BRPF1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"BRPF1"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"PDE4D"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"PDE4D"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"DSC2"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"DSC2"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"MAL"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"MAL"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"VSIG4"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"VSIG4"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"SMAD7"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"SMAD7"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"ZW10"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"ZW10"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"MTMR9"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"MTMR9"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"RASSF7"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"RASSF7"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"PLN"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"PLN"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"AMMECR1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"AMMECR1"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"MAP3K14"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"MAP3K14"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"BARD1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"BARD1"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"SMAD3"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"SMAD3"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"FOSL2"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"FOSL2"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"SMURF2"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"SMURF2"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"OASL"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"OASL"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
""	"hipc_gene_21743478_17"	"2011.07"	"hipc_gene_21743478_17"	"monocyte"	"HLA-DOB"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	"Supplementary Table 2a: LAIV-Monocytes"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"17"	"295"	"HLA-DOB"	"264"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_17.txt"	"hipc_gene_sig_complete_21743478_17.txt"
