""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent_orig"	"response_agent"	"proterm"	"extra"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"monocyte"	"monocyte"	""	""	"cell type frequency"	"up"	"2010 season"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"15"	"102"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"monocyte"	"monocyte"	""	""	"cell type frequency"	"up"	"2010 season"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"15"	"102"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"monocyte"	"monocyte"	""	""	"cell type frequency"	"up"	"2010 season"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"15"	"102"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"monocyte"	"monocyte"	""	""	"cell type frequency"	"up"	"2010 season"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"16"	"103"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"monocyte"	"monocyte"	""	""	"cell type frequency"	"up"	"2010 season"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"16"	"103"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"monocyte"	"monocyte"	""	""	"cell type frequency"	"up"	"2010 season"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"16"	"103"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"monocyte"	"monocyte"	""	""	"cell type frequency"	"down"	"2010 season"	"7"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"7d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"17"	"104"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"monocyte"	"monocyte"	""	""	"cell type frequency"	"down"	"2010 season"	"7"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"7d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"17"	"104"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"monocyte"	"monocyte"	""	""	"cell type frequency"	"down"	"2010 season"	"7"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"7d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"17"	"104"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"monocyte"	"monocyte"	""	""	"cell type frequency"	"down"	"2010 season"	"7"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"18"	"105"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"monocyte"	"monocyte"	""	""	"cell type frequency"	"down"	"2010 season"	"7"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"18"	"105"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"monocyte"	"monocyte"	""	""	"cell type frequency"	"down"	"2010 season"	"7"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"18"	"105"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD14+CD16- monocytes"	"CD14-positive, CD16-negative classical monocyte"	""	""	"cell type frequency"	"down"	"2010 season"	"3"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"19"	"106"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD14+CD16- monocytes"	"CD14-positive, CD16-negative classical monocyte"	""	""	"cell type frequency"	"down"	"2010 season"	"3"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"19"	"106"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD14+CD16- monocytes"	"CD14-positive, CD16-negative classical monocyte"	""	""	"cell type frequency"	"down"	"2010 season"	"3"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"19"	"106"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD14+CD16+ monocytes"	"CD14-positive, CD16-positive monocyte"	""	""	"cell type frequency"	"up"	"2010 season"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"20"	"107"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD14+CD16+ monocytes"	"CD14-positive, CD16-positive monocyte"	""	""	"cell type frequency"	"up"	"2010 season"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"20"	"107"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD14+CD16+ monocytes"	"CD14-positive, CD16-positive monocyte"	""	""	"cell type frequency"	"up"	"2010 season"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"20"	"107"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD14+dimCD16++"	"CD14-low, CD16-positive monocyte"	""	"CD16++"	"cell type frequency"	"up"	"2010 season"	"3"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"21"	"108"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD14+dimCD16++"	"CD14-low, CD16-positive monocyte"	""	"CD16++"	"cell type frequency"	"up"	"2010 season"	"3"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"21"	"108"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD14+dimCD16++"	"CD14-low, CD16-positive monocyte"	""	"CD16++"	"cell type frequency"	"up"	"2010 season"	"3"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"21"	"108"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD14+CD16- monocytes"	"CD14-positive, CD16-negative classical monocyte"	""	""	"cell type frequency"	"up"	"2010 season"	"14"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"14d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"22"	"109"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD14+CD16- monocytes"	"CD14-positive, CD16-negative classical monocyte"	""	""	"cell type frequency"	"up"	"2010 season"	"14"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"14d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"22"	"109"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD14+CD16- monocytes"	"CD14-positive, CD16-negative classical monocyte"	""	""	"cell type frequency"	"up"	"2010 season"	"14"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"14d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"22"	"109"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD14+CD16+ monocytes"	"CD14-positive, CD16-positive monocyte"	""	""	"cell type frequency"	"down"	"2010 season"	"14"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"14d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"23"	"110"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD14+CD16+ monocytes"	"CD14-positive, CD16-positive monocyte"	""	""	"cell type frequency"	"down"	"2010 season"	"14"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"14d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"23"	"110"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD14+CD16+ monocytes"	"CD14-positive, CD16-positive monocyte"	""	""	"cell type frequency"	"down"	"2010 season"	"14"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"14d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"23"	"110"
