""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_component_original"	"exposure_material_1"	"exposure_material_2"	"signature_file"	"complete_signature_file"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CD80"	"gene expression"	"positively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"9"	"23"	"CD80"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_23.txt"	"hipc_gene_cor_complete_24336226_23.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"IFNG"	"gene expression"	"positively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"9"	"23"	"IFNG"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_23.txt"	"hipc_gene_cor_complete_24336226_23.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"IL1B"	"gene expression"	"positively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"9"	"23"	"IL1B"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_23.txt"	"hipc_gene_cor_complete_24336226_23.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CSF1R"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"CSF1R"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"ANPEP"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"ANPEP"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"TLR8"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"TLR8"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"ASGR1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"ASGR1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"BCL6"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"BCL6"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"AP1S2"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"AP1S2"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"HLA-DQA1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"HLA-DQA1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"HLA-F"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"HLA-F"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"TLR7"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"TLR7"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"RIN2"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"RIN2"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"IL4I1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"IL4I1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"PRKCD"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"PRKCD"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CD86"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"CD86"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"RGL1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"RGL1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CD1D"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"CD1D"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"METTL7A"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"METTL7A"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CYP1B1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"CYP1B1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"GPAT3"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"GPAT3"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"FUT7"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"FUT7"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"SAMSN1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"SAMSN1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CCN2"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"CTGF"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"STAT4"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"STAT4"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"HS3ST3B1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"HS3ST3B1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"TNFAIP6"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"TNFAIP6"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CCL4"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"CCL4"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_24.txt"	"hipc_gene_cor_complete_24336226_24.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CSF1R"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"11"	"25"	"CSF1R"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_25.txt"	"hipc_gene_cor_complete_24336226_25.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CD9"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"11"	"25"	"CD9"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_25.txt"	"hipc_gene_cor_complete_24336226_25.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CD1B"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"11"	"25"	"CD1B"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_25.txt"	"hipc_gene_cor_complete_24336226_25.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CD1C"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"11"	"25"	"CD1C"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_25.txt"	"hipc_gene_cor_complete_24336226_25.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CSF2RA"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"11"	"25"	"CSF2RA"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_25.txt"	"hipc_gene_cor_complete_24336226_25.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"CD1A"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"11"	"25"	"CD1A"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_25.txt"	"hipc_gene_cor_complete_24336226_25.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"TLR8"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"11"	"25"	"TLR8"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_25.txt"	"hipc_gene_cor_complete_24336226_25.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"TBXAS1"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"11"	"25"	"TBXAS1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_25.txt"	"hipc_gene_cor_complete_24336226_25.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"ASGR2"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"11"	"25"	"ASGR2"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_25.txt"	"hipc_gene_cor_complete_24336226_25.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"TNFSF13B"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"11"	"25"	"TNFSF13B"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_25.txt"	"hipc_gene_cor_complete_24336226_25.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"ASGR1"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"11"	"25"	"ASGR1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_25.txt"	"hipc_gene_cor_complete_24336226_25.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"BCL6"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"11"	"25"	"BCL6"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_25.txt"	"hipc_gene_cor_complete_24336226_25.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"PCTP"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"11"	"25"	"PCTP"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_25.txt"	"hipc_gene_cor_complete_24336226_25.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"HLA-DPB1"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"11"	"25"	"HLA-DPB1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_25.txt"	"hipc_gene_cor_complete_24336226_25.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"HLA-DPA1"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"11"	"25"	"HLA-DPA1"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_25.txt"	"hipc_gene_cor_complete_24336226_25.txt"
""	"hipc_gene_cor_24336226"	"2014.02"	"hipc_gene_cor_2"	"peripheral blood mononuclear cell"	"HLA-DRA"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"11"	"25"	"HLA-DRA"	"VO_0010727"	"VO_0000071"	"hipc_gene_cor_24336226_25.txt"	"hipc_gene_cor_complete_24336226_25.txt"
