""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"KIR2DL3"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"KIR2DL3"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"KIR2DL5A"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"KIR2DL5A"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"KIR3DL3"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"KIR3DL3"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"CD7"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"CD7"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"PVRIG"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"PVRIG"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"KIR2DL4"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"KIR2DL4"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"KIR2DS1"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"KIR2DS1"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"CD244"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"CD244"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"PRKCH"	"gene expression"	"positively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"3"	"74"	"PRKCH"	"hipciof_gene_corr_28193898_74.txt"	"hipciof_gene_corr_complete_28193898_74.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"TARP"	"gene expression"	"positively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"3"	"74"	"TARP"	"hipciof_gene_corr_28193898_74.txt"	"hipciof_gene_corr_complete_28193898_74.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"PLEKHF1"	"gene expression"	"positively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"3"	"74"	"PLEKHF1"	"hipciof_gene_corr_28193898_74.txt"	"hipciof_gene_corr_complete_28193898_74.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"FASLG"	"gene expression"	"positively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"3"	"74"	"FASLG"	"hipciof_gene_corr_28193898_74.txt"	"hipciof_gene_corr_complete_28193898_74.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"FCGR3B"	"gene expression"	"positively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"3"	"74"	"FCGR3B"	"hipciof_gene_corr_28193898_74.txt"	"hipciof_gene_corr_complete_28193898_74.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"CARD11"	"gene expression"	"positively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"3"	"74"	"CARD11"	"hipciof_gene_corr_28193898_74.txt"	"hipciof_gene_corr_complete_28193898_74.txt"
