""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comment"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"exposure_material_1"	"exposure_material_2"	"signature_file"	"complete_signature_file"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"CSF1R"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"CSF1R"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"ANPEP"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"ANPEP"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"TLR8"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"TLR8"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"ASGR1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"ASGR1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"BCL6"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"BCL6"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"AP1S2"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"AP1S2"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"HLA-DQA1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"HLA-DQA1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"HLA-F"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"HLA-F"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"TLR7"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"TLR7"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"RIN2"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"RIN2"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"IL4I1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"IL4I1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"PRKCD"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"PRKCD"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"CD86"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"CD86"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"RGL1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"RGL1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"CD1D"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"CD1D"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"METTL7A"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"METTL7A"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"CYP1B1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"CYP1B1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"LPCAT1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"AGPAT9"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"FUT7"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"FUT7"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"SAMSN1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"SAMSN1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"CCN2"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"CTGF"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"STAT4"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"STAT4"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"HS3ST3B1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"HS3ST3B1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"TNFAIP6"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"TNFAIP6"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"CCL4"	"gene expression"	"negatively"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"10"	"23"	"CCL4"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_23.txt"	"hipciof_gene_corr_complete_24336226_23.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"CSF2RA"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"11"	"24"	"CSF2RA"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_24.txt"	"hipciof_gene_corr_complete_24336226_24.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"CD1A"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"11"	"24"	"CD1A"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_24.txt"	"hipciof_gene_corr_complete_24336226_24.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"TBXAS1"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"11"	"24"	"TBXAS1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_24.txt"	"hipciof_gene_corr_complete_24336226_24.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"ASGR2"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"11"	"24"	"ASGR2"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_24.txt"	"hipciof_gene_corr_complete_24336226_24.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"TNFSF13B"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"11"	"24"	"TNFSF13B"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_24.txt"	"hipciof_gene_corr_complete_24336226_24.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"HLA-DRB4"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"11"	"24"	"HLA-DRB4"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_24.txt"	"hipciof_gene_corr_complete_24336226_24.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"HLA-B"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"11"	"24"	"HLA-B"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_24.txt"	"hipciof_gene_corr_complete_24336226_24.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"IL1RN"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"11"	"24"	"IL1RN"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_24.txt"	"hipciof_gene_corr_complete_24336226_24.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"RTN1"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"11"	"24"	"RTN1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_24.txt"	"hipciof_gene_corr_complete_24336226_24.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"RELB"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"11"	"24"	"RELB"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_24.txt"	"hipciof_gene_corr_complete_24336226_24.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"GCH1"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"11"	"24"	"GCH1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_24.txt"	"hipciof_gene_corr_complete_24336226_24.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"SERPINB9"	"gene expression"	"positively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"11"	"24"	"SERPINB9"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_24.txt"	"hipciof_gene_corr_complete_24336226_24.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"IL1R1"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"12"	"25"	"IL1R1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_25.txt"	"hipciof_gene_corr_complete_24336226_25.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"SLC40A1"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"12"	"25"	"SLC40A1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_25.txt"	"hipciof_gene_corr_complete_24336226_25.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"ITPR3"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"12"	"25"	"ITPR3"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_25.txt"	"hipciof_gene_corr_complete_24336226_25.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"VCAM1"	"gene expression"	"negatively"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"12"	"25"	"VCAM1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_25.txt"	"hipciof_gene_corr_complete_24336226_25.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"HLA-DMB"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"13"	"26"	"HLA-DMB"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_26.txt"	"hipciof_gene_corr_complete_24336226_26.txt"
""	"20140401-hipciof_gene_corr_24336226"	"2014.04.01"	"hipciof_gene_corr_2"	"peripheral blood mononuclear cell"	"AGPAT1"	"gene expression"	"positively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"13"	"26"	"AGPAT1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_corr_24336226_26.txt"	"hipciof_gene_corr_complete_24336226_26.txt"
