""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"ALAS1"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"153"	"ALAS1"	"hipciof_gene_corr_19155521_153.txt"	"hipciof_gene_corr_complete_19155521_153.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"AURKA"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"153"	"AURKA"	"hipciof_gene_corr_19155521_153.txt"	"hipciof_gene_corr_complete_19155521_153.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"HIRIP3"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"153"	"HIRIP3"	"hipciof_gene_corr_19155521_153.txt"	"hipciof_gene_corr_complete_19155521_153.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"CD180"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"153"	"CD180"	"hipciof_gene_corr_19155521_153.txt"	"hipciof_gene_corr_complete_19155521_153.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"IFNG"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"153"	"IFNG"	"hipciof_gene_corr_19155521_153.txt"	"hipciof_gene_corr_complete_19155521_153.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"AKAP2"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"153"	"AKAP2"	"hipciof_gene_corr_19155521_153.txt"	"hipciof_gene_corr_complete_19155521_153.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"GAPDH"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"153"	"GAPDH"	"hipciof_gene_corr_19155521_153.txt"	"hipciof_gene_corr_complete_19155521_153.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"MT2A"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"153"	"MT2A"	"hipciof_gene_corr_19155521_153.txt"	"hipciof_gene_corr_complete_19155521_153.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"QPCT"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"153"	"QPCT"	"hipciof_gene_corr_19155521_153.txt"	"hipciof_gene_corr_complete_19155521_153.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"RTN3"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"153"	"RTN3"	"hipciof_gene_corr_19155521_153.txt"	"hipciof_gene_corr_complete_19155521_153.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"POLR3K"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"153"	"POLR3K"	"hipciof_gene_corr_19155521_153.txt"	"hipciof_gene_corr_complete_19155521_153.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"CYTH2"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"153"	"PSCD2"	"hipciof_gene_corr_19155521_153.txt"	"hipciof_gene_corr_complete_19155521_153.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"SLC25A40"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"153"	"MCFP"	"hipciof_gene_corr_19155521_153.txt"	"hipciof_gene_corr_complete_19155521_153.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"ALDH1A2"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"153"	"ALDH1A2"	"hipciof_gene_corr_19155521_153.txt"	"hipciof_gene_corr_complete_19155521_153.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"IMPA2"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"IMPA2"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"RBMS2"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"RBMS2"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"FUCA1"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"FUCA1"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"ADD3"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"ADD3"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"CXCL2"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"CXCL2"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"HS3ST2"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"HS3ST2"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"SLC43A1"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"SLC43A1"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"LEF1"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"LEF1"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"HPCAL1"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"HPCAL1"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"KRT5"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"KRT5"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"SORL1"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"SORL1"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"SNCA"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"SNCA"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"PLIN2"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"ADFP"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"CFD"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"CFD"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"HS3ST1"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"HS3ST1"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"TNS1"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"TNS1"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"MZF1"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"ZNF42"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"SRRM2"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"SRRM2"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"CHRNA7"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"CHRNA7"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"SPAG8"	"gene expression"	"negatively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"154"	"SPAG8"	"hipciof_gene_corr_19155521_154.txt"	"hipciof_gene_corr_complete_19155521_154.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"LAMC2"	"gene expression"	"positively"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"7"	"155"	"LAMC2"	"hipciof_gene_corr_19155521_155.txt"	"hipciof_gene_corr_complete_19155521_155.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"ARHGAP29"	"gene expression"	"positively"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"7"	"155"	"ARHGAP29"	"hipciof_gene_corr_19155521_155.txt"	"hipciof_gene_corr_complete_19155521_155.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"FSTL3"	"gene expression"	"positively"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"7"	"155"	"FSTL3"	"hipciof_gene_corr_19155521_155.txt"	"hipciof_gene_corr_complete_19155521_155.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"VPREB3"	"gene expression"	"negatively"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"8"	"156"	"VPREB3"	"hipciof_gene_corr_19155521_156.txt"	"hipciof_gene_corr_complete_19155521_156.txt"
""	"20090330-hipciof_gene_corr_19155521"	"2009.03.30"	"hipciof_gene_corr_24"	"peripheral blood mononuclear cell"	"SP2"	"gene expression"	"negatively"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"8"	"156"	"SP2"	"hipciof_gene_corr_19155521_156.txt"	"hipciof_gene_corr_complete_19155521_156.txt"
