""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"CXCL10"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"5"	"189"	"CXCL10"	"hipc_gene_dir_24912498_189.txt"	"hipc_gene_dir_complete_24912498_189.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"CCL8"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"5"	"189"	"CCL8"	"hipc_gene_dir_24912498_189.txt"	"hipc_gene_dir_complete_24912498_189.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"GBP4"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"5"	"189"	"GBP4"	"hipc_gene_dir_24912498_189.txt"	"hipc_gene_dir_complete_24912498_189.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"CXCL9"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"5"	"189"	"CXCL9"	"hipc_gene_dir_24912498_189.txt"	"hipc_gene_dir_complete_24912498_189.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"WARS"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"5"	"189"	"WARS"	"hipc_gene_dir_24912498_189.txt"	"hipc_gene_dir_complete_24912498_189.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"IFI35"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"5"	"189"	"IFI35"	"hipc_gene_dir_24912498_189.txt"	"hipc_gene_dir_complete_24912498_189.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"GBP1"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"5"	"189"	"GBP1"	"hipc_gene_dir_24912498_189.txt"	"hipc_gene_dir_complete_24912498_189.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"PARP9"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"5"	"189"	"PARP9"	"hipc_gene_dir_24912498_189.txt"	"hipc_gene_dir_complete_24912498_189.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"FBXO6"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"5"	"189"	"FBXO6"	"hipc_gene_dir_24912498_189.txt"	"hipc_gene_dir_complete_24912498_189.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"IDO1"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"infants vs adults"	"time of vaccination (first dose)"	"infants (4-6m), adults (18-55y)"	"24912498"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants, adults"	"333"	"55"	"years"	"6"	"190"	"IDO1"	"hipc_gene_dir_24912498_190.txt"	"hipc_gene_dir_complete_24912498_190.txt"
