""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"PRKCD"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"PRKCD"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"PRKCE"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"PRKCE"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"PRRG4"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"PRRG4"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"PSEN2"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"PSEN2"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"PSENEN"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"PSENEN"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"PSMA4"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"PSMA4"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"PSMA6"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"PSMA6"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"PSMB10"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"PSMB10"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"PSMB8"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"PSMB8"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"PSMB9"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"PSMB9"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"PSME1"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"PSME1"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"PSME2"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"PSME2"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"PSTPIP2"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"PSTPIP2"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"PTGIR"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"PTGIR"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"PTPRE"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"PTPRE"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"PTPRO"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"PTPRO"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"PTTG1IP"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"PTTG1IP"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"NECTIN2"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"PVRL2"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"PYCARD"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"PYCARD"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"QSOX1"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"QSOX1"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RAB10"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RAB10"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RAB12"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RAB12"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RAB1A"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RAB1A"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RAB20"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RAB20"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RAB24"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RAB24"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RAB31"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RAB31"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RAB39A"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RAB39"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RAB4B"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RAB4B"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RAB8A"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RAB8A"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RABGGTA"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RABGGTA"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RALB"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RALB"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RAPGEF2"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RAPGEF2"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RARA"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RARA"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"PLAAT4"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RARRES3"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RASGEF1B"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RASGEF1B"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RASGRP3"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RASGRP3"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RASGRP4"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RASGRP4"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RASSF4"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RASSF4"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RB1"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RB1"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RBBP8"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RBBP8"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RBCK1"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RBCK1"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RBM47"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RBM47"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RCBTB2"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RCBTB2"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"REEP4"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"REEP4"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RELT"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RELT"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
""	"hipc_gene_dir_23151505"	"2012.12"	"hipc_gene_dir_7"	"peripheral blood mononuclear cell"	"RENBP"	"gene expression"	"up"	"none"	"1"	"Day"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"1"	"59"	"RENBP"	"hipc_gene_dir_23151505_59.txt"	"hipc_gene_dir_complete_23151505_59.txt"
