""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PLAUR"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PLAUR"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PLCB2"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PLCB2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PLCH2"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PLCH2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PLD3"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PLD3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PLSCR1"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PLSCR1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PLSCR3"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PLSCR3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PLXNB2"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PLXNB2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PNMA3"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PNMA3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PNN"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PNN"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PNPLA6"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PNPLA6"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PNPT1"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PNPT1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"POFUT2"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"POFUT2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"POLG"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"POLG"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"POLM"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"POLM"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"POLR1C"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"POLR1C"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"POLR2J2"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"POLR2J2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PPP1R15A"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PPP1R15A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PPP1R3E"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PPP1R3E"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PPTC7"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PPTC7"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PRKAG2"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PRKAG2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PRKCD"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PRKCD"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PRKCSH"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PRKCSH"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PSAP"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PSAP"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"CYTH1"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PSCD1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"CYTH4"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PSCD4"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PSMC4"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PSMC4"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PTPRE"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PTPRE"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"PUM1"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"PUM1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"QPCT"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"QPCT"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"QRICH1"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"QRICH1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"QSOX2"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"QSOX2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"QTRT2"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"QTRTD1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"RAB12"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"RAB12"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"RAB27A"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"RAB27A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"RAB40C"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"RAB40C"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
