""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_component_original"	"exposure_material_1"	"exposure_material_2"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"IFNA10"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"IFNA10"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_19.txt"	"hipc_gene_dir_complete_24336226_19.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"MMP12"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"MMP12"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_19.txt"	"hipc_gene_dir_complete_24336226_19.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"TNR"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"TNR"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_19.txt"	"hipc_gene_dir_complete_24336226_19.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"ITGB4"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"ITGB4"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_19.txt"	"hipc_gene_dir_complete_24336226_19.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"IMPG2"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"IMPG2"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_19.txt"	"hipc_gene_dir_complete_24336226_19.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"IFNA21"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"IFNA21"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_19.txt"	"hipc_gene_dir_complete_24336226_19.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"PRL"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"PRL"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_19.txt"	"hipc_gene_dir_complete_24336226_19.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"IFNA8"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"IFNA8"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_19.txt"	"hipc_gene_dir_complete_24336226_19.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"AMER2"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"AMER2"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_19.txt"	"hipc_gene_dir_complete_24336226_19.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"C3"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"20"	"C3"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_20.txt"	"hipc_gene_dir_complete_24336226_20.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"C2"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"20"	"C2"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_20.txt"	"hipc_gene_dir_complete_24336226_20.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"C1S"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"20"	"C1S"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_20.txt"	"hipc_gene_dir_complete_24336226_20.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"C1R"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"20"	"C1R"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_20.txt"	"hipc_gene_dir_complete_24336226_20.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"CFH"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"20"	"CFH"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_20.txt"	"hipc_gene_dir_complete_24336226_20.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"C7"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"20"	"C7"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_20.txt"	"hipc_gene_dir_complete_24336226_20.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"A2M"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"20"	"A2M"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_20.txt"	"hipc_gene_dir_complete_24336226_20.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"C1QC"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"20"	"C1QC"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_20.txt"	"hipc_gene_dir_complete_24336226_20.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"GPX1"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"20"	"GPX1"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_20.txt"	"hipc_gene_dir_complete_24336226_20.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"CCL20"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"20"	"CCL20"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_20.txt"	"hipc_gene_dir_complete_24336226_20.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"PTX3"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"20"	"PTX3"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_20.txt"	"hipc_gene_dir_complete_24336226_20.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"IL6"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"20"	"IL6"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_20.txt"	"hipc_gene_dir_complete_24336226_20.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"IL1B"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"20"	"IL1B"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_20.txt"	"hipc_gene_dir_complete_24336226_20.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"CXCL8"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"20"	"IL8"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_20.txt"	"hipc_gene_dir_complete_24336226_20.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"IFNA14"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"20"	"IFNA14"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_20.txt"	"hipc_gene_dir_complete_24336226_20.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"TNR"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"20"	"TNR"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_20.txt"	"hipc_gene_dir_complete_24336226_20.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"LAMC2"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"20"	"LAMC2"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_20.txt"	"hipc_gene_dir_complete_24336226_20.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"IMPG2"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"20"	"IMPG2"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_20.txt"	"hipc_gene_dir_complete_24336226_20.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"PRL"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"6"	"20"	"PRL"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_20.txt"	"hipc_gene_dir_complete_24336226_20.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"SERPING1"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"SERPING1"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_21.txt"	"hipc_gene_dir_complete_24336226_21.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"CFB"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"CFB"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_21.txt"	"hipc_gene_dir_complete_24336226_21.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"C2"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"C2"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_21.txt"	"hipc_gene_dir_complete_24336226_21.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"C1QB"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"C1QB"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_21.txt"	"hipc_gene_dir_complete_24336226_21.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"C5AR1"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"C5AR1"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_21.txt"	"hipc_gene_dir_complete_24336226_21.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"C1QA"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"C1QA"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_21.txt"	"hipc_gene_dir_complete_24336226_21.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"CFH"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"CFH"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_21.txt"	"hipc_gene_dir_complete_24336226_21.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"A2M"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"A2M"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_21.txt"	"hipc_gene_dir_complete_24336226_21.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"C1QC"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"C1QC"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_21.txt"	"hipc_gene_dir_complete_24336226_21.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"GPX1"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"GPX1"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_21.txt"	"hipc_gene_dir_complete_24336226_21.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"CARD9"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"CARD9"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_21.txt"	"hipc_gene_dir_complete_24336226_21.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"ARRB2"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"ARRB2"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_21.txt"	"hipc_gene_dir_complete_24336226_21.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"APOBR"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"APOBR"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_21.txt"	"hipc_gene_dir_complete_24336226_21.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"CCL20"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"CCL20"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_21.txt"	"hipc_gene_dir_complete_24336226_21.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"PTX3"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"PTX3"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_21.txt"	"hipc_gene_dir_complete_24336226_21.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"IL1A"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"IL1A"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_21.txt"	"hipc_gene_dir_complete_24336226_21.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"IL1B"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"IL1B"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_21.txt"	"hipc_gene_dir_complete_24336226_21.txt"
