"observation_tier"	"template_name"	"observation_summary"	"story_title"	"submission_name"	"submission_description"	"project"	"submission_story"	"submission_story_rank"	"submission_center"	"principal_investigator"
1	"hipc_gene_dir_49"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen_1>, <target_pathogen_2> and/or <target_pathogen_3>"	""	"hipc_gene_dir_27534615"	"Ovsyannikova et al. (2016) Gene signatures associated with adaptive humoral immunity following seasonal influenza A/H1N1 vaccination. Genes Immun. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27534615' target='_blank'>27534615</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_50"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material>"	""	"hipc_gene_dir_30566602"	"Howard et al. (2019) AS03-Adjuvanted H5N1 Avian Influenza Vaccine Modulates Early Innate Immune Signatures in Human Peripheral Blood Mononuclear Cells. J. Infect. Dis. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30566602' target='_blank'>30566602</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_51"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material_1>, <exposure_material_2> and/or <exposure_material_3>"	""	"hipc_gene_dir_29132989"	"Cole et al. (2017) Differential gene expression elicited by children in response to the 2015-16 live attenuated versus inactivated influenza vaccine. Vaccine PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=29132989' target='_blank'>29132989</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_52"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_30205979"	"Bartholomeus et al. (2018) Transcriptome profiling in blood before and after hepatitis B vaccination shows significant differences in gene expression between responders and non-responders. Vaccine PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30205979' target='_blank'>30205979</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_53"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_30247603"	"Patel et al. (2018) Impact of Zostavax Vaccination on T-Cell Accumulation and Cutaneous Gene Expression in the Skin of Older Humans After Varicella Zoster Virus Antigen-Specific Challenge. J. Infect. Dis. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30247603' target='_blank'>30247603</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_54"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_30244872"	"Fischer et al. (2018) Dynamic changes of circulating miRNAs induced by the Ebola virus vaccine VSV-EBOV. Vaccine PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30244872' target='_blank'>30244872</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_55"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_29535712"	"Anderson et al. (2018) Molecular Signatures of a TLR4 Agonist-Adjuvanted HIV-1 Vaccine Candidate in Humans. Front Immunol PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=29535712' target='_blank'>29535712</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_56"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_29580160"	"Qiu et al. (2018) Significant transcriptome and cytokine changes in hepatitis B vaccine non-responders revealed by genome-wide comparative analysis. Hum Vaccin Immunother PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=29580160' target='_blank'>29580160</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_57"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_28404856"	"Huttner et al. (2017) A dose-dependent plasma signature of the safety and immunogenicity of the rVSV-Ebola vaccine in Europe and Africa. Sci Transl Med PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28404856' target='_blank'>28404856</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_58"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_16571413"	"Dhiman et al. (2005) Immune activation at effector and gene expression levels after measles vaccination in healthy individuals: a pilot study. Hum. Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=16571413' target='_blank'>16571413</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_59"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen_1>, <target_pathogen_2> and/or <target_pathogen_3>"	""	"hipc_gene_dir_26148331"	"Panapasa et al. (2015) The expression of B &amp; T cell activation markers in children's tonsils following live attenuated influenza vaccine. Hum Vaccin Immunother PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=26148331' target='_blank'>26148331</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_60"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material>"	""	"hipc_gene_dir_28099485"	"Howard et al. (2017) Cell-Based Systems Biology Analysis of Human AS03-Adjuvanted H5N1 Avian Influenza Vaccine Responses: A Phase I Randomized Controlled Trial. PLoS ONE PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28099485' target='_blank'>28099485</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_61"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material>"	""	"hipc_gene_dir_26637961"	"Kannan et al. (2015) A shortened interval between vaccinations with the trivalent inactivated influenza vaccine increases responsiveness in the aged. Aging (Albany NY) PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=26637961' target='_blank'>26637961</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_62"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_28853442"	"Hoft et al. (2018) PO and ID BCG vaccination in humans induce distinct mucosal and systemic immune responses and CD4<sup>+</sup> T cell transcriptomal molecular signatures. Mucosal Immunol PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28853442' target='_blank'>28853442</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_63"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material_1> and/or <exposure_material_2> targeting <target_pathogen>"	""	"hipc_gene_dir_28549970"	"Giarola-Silva et al. (2017) Distinct patterns of cellular immune response elicited by influenza non-adjuvanted and AS03-adjuvanted monovalent H1N1(pdm09) vaccine. Antiviral Res. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28549970' target='_blank'>28549970</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
