""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"ENTPD1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"ENTPD1"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"CYP27B1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"CYP27B1"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"KIAA0930"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"KIAA0930"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"TEDC1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"TEDC1"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"PMAIP1"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"3"	"483"	"PMAIP1"	"hipc_gene_dir_28853442_483.txt"	"hipc_gene_dir_complete_28853442_483.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"HBB"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"3"	"483"	"HBB"	"hipc_gene_dir_28853442_483.txt"	"hipc_gene_dir_complete_28853442_483.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"DENND4C"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"3"	"483"	"DENND4C"	"hipc_gene_dir_28853442_483.txt"	"hipc_gene_dir_complete_28853442_483.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"AMY1B"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"3"	"483"	"AMY1B"	"hipc_gene_dir_28853442_483.txt"	"hipc_gene_dir_complete_28853442_483.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"HBA2"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"3"	"483"	"HBA2"	"hipc_gene_dir_28853442_483.txt"	"hipc_gene_dir_complete_28853442_483.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"HBA1"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"3"	"483"	"HBA1"	"hipc_gene_dir_28853442_483.txt"	"hipc_gene_dir_complete_28853442_483.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"CAPZA1"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"3"	"483"	"CAPZA1"	"hipc_gene_dir_28853442_483.txt"	"hipc_gene_dir_complete_28853442_483.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"PIM3"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"3"	"483"	"PIM3"	"hipc_gene_dir_28853442_483.txt"	"hipc_gene_dir_complete_28853442_483.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"MAFF"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"3"	"483"	"MAFF"	"hipc_gene_dir_28853442_483.txt"	"hipc_gene_dir_complete_28853442_483.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"SAMSN1"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"3"	"483"	"SAMSN1"	"hipc_gene_dir_28853442_483.txt"	"hipc_gene_dir_complete_28853442_483.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"FABP5"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"3"	"483"	"FABP5"	"hipc_gene_dir_28853442_483.txt"	"hipc_gene_dir_complete_28853442_483.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"UBE2Z"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"3"	"483"	"UBE2Z"	"hipc_gene_dir_28853442_483.txt"	"hipc_gene_dir_complete_28853442_483.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"HSPE1"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"3"	"483"	"HSPE1"	"hipc_gene_dir_28853442_483.txt"	"hipc_gene_dir_complete_28853442_483.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"COPS2"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"3"	"483"	"COPS2"	"hipc_gene_dir_28853442_483.txt"	"hipc_gene_dir_complete_28853442_483.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"LUC7L3"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"3"	"483"	"LUC7L3"	"hipc_gene_dir_28853442_483.txt"	"hipc_gene_dir_complete_28853442_483.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"OBI1"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"3"	"483"	"OBI1"	"hipc_gene_dir_28853442_483.txt"	"hipc_gene_dir_complete_28853442_483.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"FAM8A1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"FAM8A1"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"THG1L"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"THG1L"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"ZDHHC14"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"ZDHHC14"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"USP33"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"USP33"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"CPXM1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"CPXM1"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"MEOX1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"MEOX1"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"CTSF"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"CTSF"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"LDLRAP1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"LDLRAP1"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"CLIC5"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"CLIC5"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"AVL9"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"AVL9"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"ATG16L2"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"ATG16L2"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"TECPR1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"TECPR1"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"CHST15"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"CHST15"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"METTL2A"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"METTL2A"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"AGMAT"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"AGMAT"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"ACSL3"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"ACSL3"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"GRAMD4"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"GRAMD4"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"APBB3"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"APBB3"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"RASA3"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"RASA3"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"PI16"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"PI16"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"FXYD1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"FXYD1"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"TSC22D3"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"TSC22D3"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"MAP6D1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"MAP6D1"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"DPEP2"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"DPEP2"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"DRC7"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"DRC7"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"MAP3K20"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"MAP3K20"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"P3H4"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"4"	"484"	"P3H4"	"hipc_gene_dir_28853442_484.txt"	"hipc_gene_dir_complete_28853442_484.txt"
