""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_component_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"NBPF15"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"NBPF15"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"FCGR1A"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"FCGR1A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"HIST2H2AC"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"HIST2H2AC"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"S100A12"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"S100A12"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"STAB1"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"STAB1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"P2RY12"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"P2RY12"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"EPHB3"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"EPHB3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"EMB"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"EMB"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"VCAN-AS1"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"VCAN-AS1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"F13A1"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"F13A1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"GNAI1"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"GNAI1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"PPP1R35-AS1"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"PPP1R35-AS1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"CPED1"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"CPED1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"DEPTOR"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"DEPTOR"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"CD163"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"CD163"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"CD69"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"CD69"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"RARG"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"RARG"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"ALOX5AP"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"ALOX5AP"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"MIR17HG"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"MIR17HG"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"RNASE2"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"RNASE2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"HDGFL3"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"HDGFL3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"KIF1C-AS1"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"KIF1C-AS1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"CCL3"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"CCL3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"GZMM"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"GZMM"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"ZNF253"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"ZNF253"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"PEDS1-UBE2V1"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"PEDS1-UBE2V1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"PRR34-AS1"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"PRR34-AS1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"FUNDC1"	"gene expression"	"up"	"none"	"1"	"Day"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"16"	"328"	"FUNDC1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_328.txt"	"hipc_gene_dir_complete_25706537_328.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"UBE2Q1-AS1"	"gene expression"	"up"	"none"	"3"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"17"	"329"	"UBE2Q1-AS1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_329.txt"	"hipc_gene_dir_complete_25706537_329.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"SH3RF3"	"gene expression"	"up"	"none"	"3"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"17"	"329"	"SH3RF3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_329.txt"	"hipc_gene_dir_complete_25706537_329.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"TMEM156"	"gene expression"	"up"	"none"	"3"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"17"	"329"	"TMEM156"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_329.txt"	"hipc_gene_dir_complete_25706537_329.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"LRRC70"	"gene expression"	"up"	"none"	"3"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"17"	"329"	"LRRC70"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_329.txt"	"hipc_gene_dir_complete_25706537_329.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"INTS6-AS1"	"gene expression"	"up"	"none"	"3"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"17"	"329"	"INTS6-AS1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_329.txt"	"hipc_gene_dir_complete_25706537_329.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"SLX1B"	"gene expression"	"up"	"none"	"3"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"17"	"329"	"SLX1B"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_329.txt"	"hipc_gene_dir_complete_25706537_329.txt"
""	"hipc_gene_dir_25706537"	"2015.02"	"hipc_gene_dir_38"	"myeloid dendritic cell"	"IL2RB"	"gene expression"	"up"	"none"	"3"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"17"	"329"	"IL2RB"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25706537_329.txt"	"hipc_gene_dir_complete_25706537_329.txt"
